;ano;turno;tipo_eleicao;sigla_uf;id_municipio;id_municipio_tse;cargo;sigla_partido;numero_candidato;sequencial_candidato;id_candidato_bd;resultado;votos;total_votos;%votos;dif_votos;Aderencia;Governismo;RDD
700;2020;1;eleicao ordinaria;SP;3537107;68438;prefeito;PSDB;45;250000989375;705798;nao eleito;7270;21533;0.33762;0.028610000000000024;92;0;1
701;2020;1;eleicao ordinaria;SP;3537107;68438;prefeito;DEM;25;250001198007;568197;eleito;7886;21533;0.36623;0.028610000000000024;93;1;1
702;2020;1;eleicao ordinaria;SP;3552106;71439;prefeito;PSDB;45;250000659956;780619;nao eleito;6980;20836;0.335;0.27236;92;0;1
703;2020;1;eleicao ordinaria;SP;3552106;71439;prefeito;PTB;14;250000668701;1230506;eleito;12655;20836;0.60736;0.27236;90;1;1
704;2020;1;eleicao ordinaria;SP;3542305;69477;prefeito;PSDB;45;250000941626;1603070;nao eleito;1061;3199;0.33167;0.33665999999999996;92;0;1
705;2020;1;eleicao ordinaria;SP;3542305;69477;prefeito;PL;22;250000675732;1309009;eleito;2138;3199;0.66833;0.33665999999999996;90;1;1
706;2020;1;eleicao ordinaria;SP;3533809;67776;prefeito;PSDB;45;250001045484;851084;eleito;666;2017;0.33019;0.023299999999999987;92;0;1
707;2020;1;eleicao ordinaria;SP;3533809;67776;prefeito;PTB;14;250000680023;64243;nao eleito;619;2017;0.30689;0.023299999999999987;90;1;1
710;2020;1;eleicao ordinaria;SP;3546702;70351;prefeito;PSDB;45;250000794958;1420353;nao eleito;4154;12935;0.32114;0.032320000000000015;92;0;1
711;2020;1;eleicao ordinaria;SP;3546702;70351;prefeito;PL;22;250000743148;277355;eleito;4572;12935;0.35346;0.032320000000000015;90;1;1
712;2020;1;eleicao ordinaria;SP;3553906;71790;prefeito;PSDB;45;250001106720;1320243;nao eleito;1310;4093;0.32006;0.26361999999999997;92;0;1
713;2020;1;eleicao ordinaria;SP;3553906;71790;prefeito;PV;43;250001112415;1304722;eleito;2389;4093;0.58368;0.26361999999999997;68;1;1
714;2020;1;eleicao ordinaria;SP;3544251;61166;prefeito;PSDB;45;250001118775;1271599;nao eleito;3205;10082;0.31789;0.14144;92;0;1
715;2020;1;eleicao ordinaria;SP;3544251;61166;prefeito;PSD;55;250001195126;578704;eleito;4631;10082;0.45933;0.14144;90;1;1
716;2020;1;eleicao ordinaria;SP;3551207;71250;prefeito;PSDB;45;250000745202;1215460;nao eleito;770;2437;0.31596;0.23102;92;0;1
717;2020;1;eleicao ordinaria;SP;3551207;71250;prefeito;PTB;14;250000744037;1079758;eleito;1333;2437;0.54698;0.23102;90;1;1
718;2020;1;eleicao ordinaria;SP;3532702;67555;prefeito;PSDB;45;250001090363;1659954;eleito;961;3062;0.31385;0.002939999999999998;92;0;1
719;2020;1;eleicao ordinaria;SP;3532702;67555;prefeito;PTB;14;250000961425;1183665;nao eleito;952;3062;0.31091;0.002939999999999998;90;1;1
722;2020;1;eleicao ordinaria;SP;3516705;64351;prefeito;PSDB;45;250001267688;1585443;nao eleito;6938;22390;0.30987;0.1824;92;0;1
723;2020;1;eleicao ordinaria;SP;3516705;64351;prefeito;DEM;25;250000818094;1141774;eleito;11022;22390;0.49227;0.1824;93;1;1
726;2020;1;eleicao ordinaria;SP;3523503;65714;prefeito;PSDB;45;250000636886;77202;nao eleito;3070;9950;0.30854;0.34362;92;0;1
727;2020;1;eleicao ordinaria;SP;3523503;65714;prefeito;DEM;25;250000634634;370462;eleito;6489;9950;0.65216;0.34362;93;1;1
728;2020;1;eleicao ordinaria;SP;3503109;61611;prefeito;PSDB;45;250000819349;1288457;nao eleito;1351;4403;0.30684;0.08199000000000001;92;0;1
729;2020;1;eleicao ordinaria;SP;3503109;61611;prefeito;PTB;14;250000971758;1310921;eleito;1712;4403;0.38883;0.08199000000000001;90;1;1
734;2020;1;eleicao ordinaria;SP;3537909;68594;prefeito;PSDB;45;250000640254;1454028;nao eleito;4345;14705;0.29548;0.12498999999999999;92;0;1
735;2020;1;eleicao ordinaria;SP;3537909;68594;prefeito;DEM;25;250000640272;1349770;eleito;6183;14705;0.42047;0.12498999999999999;93;1;1
736;2020;1;eleicao ordinaria;SP;3533106;67636;prefeito;PSDB;45;250001082579;309468;nao eleito;496;1680;0.29524;0.12024000000000001;92;0;1
737;2020;1;eleicao ordinaria;SP;3533106;67636;prefeito;PV;43;250001074054;1680747;eleito;698;1680;0.41548;0.12024000000000001;68;1;1
738;2020;1;eleicao ordinaria;SP;3535507;68110;prefeito;PSDB;45;250001110966;1350653;nao eleito;6227;21159;0.2943;0.03658;92;0;1
739;2020;1;eleicao ordinaria;SP;3535507;68110;prefeito;PSD;55;250000891453;1313573;eleito;7001;21159;0.33088;0.03658;90;1;1
740;2020;1;eleicao ordinaria;SP;3500907;61174;prefeito;PSDB;45;250000868103;1420530;nao eleito;744;2528;0.2943;0.12223;92;0;1
741;2020;1;eleicao ordinaria;SP;3500907;61174;prefeito;DEM;25;250000967903;993686;eleito;1053;2528;0.41653;0.12223;93;1;1
742;2020;1;eleicao ordinaria;SP;3554508;71919;prefeito;PSDB;45;250000989037;542848;eleito;4944;17119;0.2888;0.02915000000000001;92;0;1
743;2020;1;eleicao ordinaria;SP;3554508;71919;prefeito;MDB;15;250000682165;1707507;nao eleito;4445;17119;0.25965;0.02915000000000001;91;1;1
744;2020;1;eleicao ordinaria;SP;3533007;67610;prefeito;PSDB;45;250001274338;1707537;nao eleito;3145;10939;0.2875;0.34702;92;0;1
745;2020;1;eleicao ordinaria;SP;3533007;67610;prefeito;PSD;55;250000677498;1107386;eleito;6941;10939;0.63452;0.34702;90;1;1
746;2020;1;eleicao ordinaria;SP;3537800;68578;prefeito;PSDB;45;250000674388;1743414;nao eleito;7396;25975;0.28474;0.28257;92;0;1
747;2020;1;eleicao ordinaria;SP;3537800;68578;prefeito;MDB;15;250000653680;1648729;eleito;14736;25975;0.56731;0.28257;91;1;1
748;2020;1;eleicao ordinaria;SP;3549102;70831;prefeito;PSDB;45;250001223354;1323580;nao eleito;12333;43345;0.28453;0.0022400000000000198;92;0;1
749;2020;1;eleicao ordinaria;SP;3549102;70831;prefeito;DEM;25;250000868109;1110646;eleito;12430;43345;0.28677;0.0022400000000000198;93;1;1
750;2020;1;eleicao ordinaria;SP;3557006;72435;prefeito;PSDB;45;250001015054;1768929;eleito;14719;51912;0.28354;0.05521000000000001;92;0;1
751;2020;1;eleicao ordinaria;SP;3557006;72435;prefeito;DEM;25;250000752768;1311457;nao eleito;11853;51912;0.22833;0.05521000000000001;93;1;1
754;2020;1;eleicao ordinaria;SP;3507100;62413;prefeito;PSDB;45;250001001089;1365281;nao eleito;3502;12683;0.27612;0.14894000000000002;92;0;1
755;2020;1;eleicao ordinaria;SP;3507100;62413;prefeito;DEM;25;250000719061;1495477;eleito;5391;12683;0.42506;0.14894000000000002;93;1;1
756;2020;1;eleicao ordinaria;SP;3540507;69116;prefeito;PSDB;45;250000951908;1320722;nao eleito;1367;4951;0.27611;0.2656;92;0;1
757;2020;1;eleicao ordinaria;SP;3540507;69116;prefeito;PL;22;250001217955;1046248;eleito;2682;4951;0.54171;0.2656;90;1;1
758;2020;1;eleicao ordinaria;SP;3533502;67717;prefeito;PSDB;45;250000838702;214281;nao eleito;5408;19715;0.27431;0.41156;92;0;1
759;2020;1;eleicao ordinaria;SP;3533502;67717;prefeito;PL;22;250000807292;1510012;eleito;13522;19715;0.68587;0.41156;90;1;1
760;2020;1;eleicao ordinaria;SP;3509106;62839;prefeito;PSDB;45;250000866373;1116597;nao eleito;847;3104;0.27287;0.45426000000000005;92;0;1
761;2020;1;eleicao ordinaria;SP;3509106;62839;prefeito;PTB;14;250000967133;1180308;eleito;2257;3104;0.72713;0.45426000000000005;90;1;1
762;2020;2;eleicao ordinaria;SP;3541000;69213;prefeito;PSDB;45;250000663009;786745;eleito;75739;282875;0.26775;0.03520999999999999;92;0;1
763;2020;2;eleicao ordinaria;SP;3541000;69213;prefeito;PSL;17;250000867103;38460;nao eleito;65780;282875;0.23254;0.03520999999999999;97;1;1
764;2020;1;eleicao ordinaria;SP;3507209;62430;prefeito;PSDB;45;250000633525;1483142;nao eleito;241;909;0.26513;0.28603;92;0;1
765;2020;1;eleicao ordinaria;SP;3507209;62430;prefeito;PTB;14;250000635646;1327051;eleito;501;909;0.55116;0.28603;90;1;1
766;2020;1;eleicao ordinaria;SP;3553609;71730;prefeito;PSDB;45;250000644055;1423069;nao eleito;1823;7219;0.25253;0.31583;92;0;1
767;2020;1;eleicao ordinaria;SP;3553609;71730;prefeito;CIDADANIA;23;250000808229;1498438;eleito;4103;7219;0.56836;0.31583;87;1;1
768;2020;1;eleicao ordinaria;SP;3554300;71870;prefeito;PSDB;45;250001115872;1458364;nao eleito;3211;12788;0.25109;0.05537000000000003;92;0;1
769;2020;1;eleicao ordinaria;SP;3554300;71870;prefeito;PSD;55;250001270527;310980;eleito;3919;12788;0.30646;0.05537000000000003;90;1;1
770;2020;1;eleicao ordinaria;SP;3519600;64939;prefeito;PSDB;45;250001000082;947960;nao eleito;6964;28537;0.24403;0.4326;92;0;1
771;2020;1;eleicao ordinaria;SP;3519600;64939;prefeito;MDB;15;250000800135;496838;eleito;19309;28537;0.67663;0.4326;91;1;1
772;2020;1;eleicao ordinaria;SP;3521309;65277;prefeito;PSDB;45;250000911045;1312332;nao eleito;2167;8998;0.24083;0.30007000000000006;92;0;1
773;2020;1;eleicao ordinaria;SP;3521309;65277;prefeito;PTB;14;250000639485;1525959;eleito;4867;8998;0.5409;0.30007000000000006;90;1;1
774;2020;1;eleicao ordinaria;SP;3547502;70513;prefeito;PSDB;45;250000792494;742117;nao eleito;2092;8834;0.23681;0.5263800000000001;92;0;1
775;2020;1;eleicao ordinaria;SP;3547502;70513;prefeito;PATRIOTA;51;250000975862;900181;eleito;6742;8834;0.76319;0.5263800000000001;94;1;1
776;2020;1;eleicao ordinaria;SP;3541703;69353;prefeito;PSDB;45;250000770976;1397621;nao eleito;1683;7117;0.23648;0.52704;92;0;1
777;2020;1;eleicao ordinaria;SP;3541703;69353;prefeito;PSD;55;250001112964;1260285;eleito;5434;7117;0.76352;0.52704;90;1;1
778;2020;1;eleicao ordinaria;SP;3505500;62090;prefeito;PSDB;45;250000984198;1631652;nao eleito;10965;51836;0.21153;0.31976000000000004;92;0;1
779;2020;1;eleicao ordinaria;SP;3505500;62090;prefeito;DEM;25;250000956080;1731223;eleito;27540;51836;0.53129;0.31976000000000004;93;1;1
780;2020;1;eleicao ordinaria;SP;3541505;69310;prefeito;PSDB;45;250000962493;1658569;nao eleito;3907;18849;0.20728;0.11237;92;0;1
781;2020;1;eleicao ordinaria;SP;3541505;69310;prefeito;PV;43;250001260438;70054;eleito;6025;18849;0.31965;0.11237;68;1;1
782;2020;1;eleicao ordinaria;SP;3530508;67113;prefeito;PSDB;45;250001154582;1724500;nao eleito;5809;29257;0.19855;0.22548999999999997;92;0;1
783;2020;1;eleicao ordinaria;SP;3530508;67113;prefeito;PSD;55;250000980639;1470754;eleito;12406;29257;0.42404;0.22548999999999997;90;1;1
786;2020;1;eleicao ordinaria;SP;3519071;61727;prefeito;PSDB;45;250000767271;1139838;nao eleito;17996;102262;0.17598;0.34450000000000003;92;0;1
787;2020;1;eleicao ordinaria;SP;3519071;61727;prefeito;PSD;55;250000637703;96488;eleito;53225;102262;0.52048;0.34450000000000003;90;1;1
788;2020;1;eleicao ordinaria;SP;3504404;61875;prefeito;PSDB;45;250001203577;1096368;nao eleito;1001;5789;0.17291;0.65418;92;0;1
789;2020;1;eleicao ordinaria;SP;3504404;61875;prefeito;PSD;55;250001198157;1225143;eleito;4788;5789;0.82709;0.65418;90;1;1
790;2020;1;eleicao ordinaria;SP;3548906;70793;prefeito;PSDB;45;250000836358;1704458;nao eleito;17882;111656;0.16015;0.32860999999999996;92;0;1
791;2020;1;eleicao ordinaria;SP;3548906;70793;prefeito;PSL;17;250000832790;1566133;eleito;54573;111656;0.48876;0.32860999999999996;97;1;1
792;2020;1;eleicao ordinaria;SP;3505302;62057;prefeito;PSDB;45;250000637326;1747280;nao eleito;3361;21030;0.15982;0.50271;92;0;1
793;2020;1;eleicao ordinaria;SP;3505302;62057;prefeito;MDB;15;250000729781;110956;eleito;13933;21030;0.66253;0.50271;91;1;1
794;2020;1;eleicao ordinaria;SP;3509205;62855;prefeito;PSDB;45;250000892621;1242625;nao eleito;2456;46446;0.05288;0.81833;92;0;1
795;2020;1;eleicao ordinaria;SP;3509205;62855;prefeito;PSD;55;250000637710;1774037;eleito;40464;46446;0.87121;0.81833;90;1;1
812;2020;1;eleicao ordinaria;SP;3539905;68993;prefeito;DEM;25;250001222605;1089157;eleito;1986;3381;0.5874;0.1748;93;1;1
813;2020;1;eleicao ordinaria;SP;3539905;68993;prefeito;PSB;40;250000786050;1134623;nao eleito;1395;3381;0.4126;0.1748;46;0;1
820;2020;1;eleicao ordinaria;SP;3512506;63517;prefeito;DEM;25;250001185922;752428;eleito;1736;3186;0.54488;0.08976;93;1;1
821;2020;1;eleicao ordinaria;SP;3512506;63517;prefeito;PDT;12;250001091979;1083259;nao eleito;1450;3186;0.45512;0.08976;48;0;1
858;2020;1;eleicao ordinaria;SP;3532157;62340;prefeito;DEM;25;250001273606;1496411;eleito;859;1932;0.44462;0.07143;93;1;1
859;2020;1;eleicao ordinaria;SP;3532157;62340;prefeito;PT;13;250000771136;1369778;nao eleito;721;1932;0.37319;0.07143;20;0;1
910;2020;1;eleicao ordinaria;SP;3547601;70530;prefeito;DEM;25;250001204736;1364595;nao eleito;1512;10212;0.14806;0.36124;93;1;1
911;2020;1;eleicao ordinaria;SP;3547601;70530;prefeito;PSB;40;250000887826;1250266;eleito;5201;10212;0.5093;0.36124;46;0;1
914;2020;1;eleicao ordinaria;SP;3516408;64297;prefeito;PTB;14;250000798606;380722;eleito;34609;49671;0.69676;0.53415;90;1;1
915;2020;1;eleicao ordinaria;SP;3516408;64297;prefeito;PDT;12;250000799178;1698926;nao eleito;8077;49671;0.16261;0.53415;48;0;1
916;2020;1;eleicao ordinaria;SP;3545506;70114;prefeito;PTB;14;250000996337;688191;eleito;1909;2885;0.6617;0.45407;90;1;1
917;2020;1;eleicao ordinaria;SP;3545506;70114;prefeito;PSB;40;250001081106;127767;nao eleito;599;2885;0.20763;0.45407;46;0;1
974;2020;1;eleicao ordinaria;SP;3509957;62103;prefeito;PTB;14;250000973962;35807;nao eleito;1062;3126;0.33973;0.01472000000000001;90;1;1
975;2020;1;eleicao ordinaria;SP;3509957;62103;prefeito;PDT;12;250000749442;1479465;eleito;1108;3126;0.35445;0.01472000000000001;48;0;1
1010;2020;1;eleicao ordinaria;SP;3513009;63614;prefeito;PSD;55;250000632001;1534372;eleito;57059;115527;0.4939;0.04596;90;1;1
1011;2020;1;eleicao ordinaria;SP;3513009;63614;prefeito;PSB;40;250001016203;37986;nao eleito;51749;115527;0.44794;0.04596;46;0;1
1026;2020;1;eleicao ordinaria;SP;3504107;61816;prefeito;PSD;55;250000688649;1253788;eleito;30725;71042;0.43249;0.20293999999999998;90;1;1
1027;2020;1;eleicao ordinaria;SP;3504107;61816;prefeito;REDE;18;250000828812;1755593;nao eleito;16308;71042;0.22955;0.20293999999999998;36;0;1
1028;2020;1;eleicao ordinaria;SP;3525805;66176;prefeito;PSD;55;250001123449;1198559;eleito;1295;3016;0.42938;0.09084999999999999;90;1;1
1029;2020;1;eleicao ordinaria;SP;3525805;66176;prefeito;PSB;40;250000790506;269955;nao eleito;1021;3016;0.33853;0.09084999999999999;46;0;1
1034;2020;1;eleicao ordinaria;SP;3503802;61751;prefeito;PSD;55;250000799682;127026;eleito;10994;27486;0.39999;0.17493;90;1;1
1035;2020;1;eleicao ordinaria;SP;3503802;61751;prefeito;PSB;40;250000641107;1712494;nao eleito;6186;27486;0.22506;0.17493;46;0;1
1046;2020;1;eleicao ordinaria;SP;3504008;61794;prefeito;PSD;55;250000682246;929226;nao eleito;15537;45434;0.34197;0.22613000000000005;90;1;1
1047;2020;1;eleicao ordinaria;SP;3504008;61794;prefeito;PDT;12;250001119780;1112276;eleito;25811;45434;0.5681;0.22613000000000005;48;0;1
1068;2020;1;eleicao ordinaria;SP;3556206;72257;prefeito;PSD;55;250001027199;1728600;eleito;12494;47273;0.26429;0.06295000000000003;90;1;1
1069;2020;1;eleicao ordinaria;SP;3556206;72257;prefeito;PDT;12;250000821270;1688461;nao eleito;9518;47273;0.20134;0.06295000000000003;48;0;1
1072;2020;2;eleicao ordinaria;SP;3513801;63770;prefeito;PSD;55;250001117769;1677869;nao eleito;101231;411099;0.24624;0.013669999999999988;90;1;1
1073;2020;2;eleicao ordinaria;SP;3513801;63770;prefeito;PT;13;250000769687;1734161;eleito;106849;411099;0.25991;0.013669999999999988;20;0;1
1084;2020;1;eleicao ordinaria;SP;3531001;67210;prefeito;MDB;15;250000974588;1292151;eleito;1178;1686;0.6987;0.42468;91;1;1
1089;2020;1;eleicao ordinaria;SP;3522307;65471;prefeito;MDB;15;250000661130;1640567;eleito;46913;75774;0.61912;0.41501;91;1;1
1090;2020;1;eleicao ordinaria;SP;3522307;65471;prefeito;PSB;40;250000859512;1474114;nao eleito;15466;75774;0.20411;0.41501;46;0;1
1099;2020;1;eleicao ordinaria;SP;3555505;72117;prefeito;MDB;15;250001108433;1550181;eleito;1784;3292;0.54192;0.14823999999999998;91;1;1
1100;2020;1;eleicao ordinaria;SP;3555505;72117;prefeito;PSB;40;250001240634;1206849;nao eleito;1296;3292;0.39368;0.14823999999999998;46;0;1
1103;2020;1;eleicao ordinaria;SP;3508603;62731;prefeito;MDB;15;250001148343;1030573;eleito;7890;16786;0.47003;0.09722000000000003;91;1;1
1104;2020;1;eleicao ordinaria;SP;3508603;62731;prefeito;PSB;40;250001045850;421951;nao eleito;6258;16786;0.37281;0.09722000000000003;46;0;1
1105;2020;1;eleicao ordinaria;SP;3518503;64718;prefeito;MDB;15;250000834532;1147372;eleito;2979;6620;0.45;0.018130000000000035;91;1;1
1106;2020;1;eleicao ordinaria;SP;3518503;64718;prefeito;PSB;40;250001218295;1243690;nao eleito;2859;6620;0.43187;0.018130000000000035;46;0;1
1121;2020;1;eleicao ordinaria;SP;3551504;71315;prefeito;MDB;15;250000741376;1752873;eleito;7600;24007;0.31657;0.025400000000000034;91;1;1
1122;2020;1;eleicao ordinaria;SP;3551504;71315;prefeito;PSB;40;250000808265;1720187;nao eleito;6990;24007;0.29117;0.025400000000000034;46;0;1
1127;2020;1;eleicao ordinaria;SP;3529104;66834;prefeito;MDB;15;250001022882;1144838;nao eleito;458;1487;0.308;0.38399999999999995;91;1;1
1128;2020;1;eleicao ordinaria;SP;3529104;66834;prefeito;PSB;40;250001271484;;eleito;1029;1487;0.692;0.38399999999999995;46;0;1
1131;2020;1;eleicao ordinaria;SP;3532306;67474;prefeito;MDB;15;250001103968;1056666;nao eleito;1308;4307;0.30369;0.28442;91;1;1
1132;2020;1;eleicao ordinaria;SP;3532306;67474;prefeito;PSB;40;250001040954;1655609;eleito;2533;4307;0.58811;0.28442;46;0;1
1147;2020;1;eleicao ordinaria;SP;3553500;71714;prefeito;MDB;15;250000841741;1401918;nao eleito;1089;4485;0.24281;0.27425;91;1;1
1148;2020;1;eleicao ordinaria;SP;3553500;71714;prefeito;PSB;40;250000841626;880129;eleito;2319;4485;0.51706;0.27425;46;0;1
1151;2020;1;eleicao ordinaria;SP;3541406;69299;prefeito;MDB;15;250001077214;13856;nao eleito;17241;108678;0.15864;0.18461;91;1;1
1152;2020;1;eleicao ordinaria;SP;3541406;69299;prefeito;PSB;40;250001025691;294852;eleito;37304;108678;0.34325;0.18461;46;0;1
1153;2020;1;eleicao ordinaria;SP;3545209;70050;prefeito;PL;22;250000637681;1196597;eleito;32619;38605;0.84494;0.7450600000000001;90;1;1
1154;2020;1;eleicao ordinaria;SP;3545209;70050;prefeito;PT;13;250000639005;1518599;nao eleito;3856;38605;0.09988;0.7450600000000001;20;0;1
1159;2020;1;eleicao ordinaria;SP;3543303;69671;prefeito;PL;22;250000942127;1011624;eleito;25905;37152;0.69727;0.5600799999999999;90;1;1
1160;2020;1;eleicao ordinaria;SP;3543303;69671;prefeito;PT;13;250001220623;1750672;nao eleito;5097;37152;0.13719;0.5600799999999999;20;0;1
1165;2020;1;eleicao ordinaria;SP;3546009;70211;prefeito;PL;22;250000791249;1523728;eleito;4382;8556;0.51216;0.29745999999999995;90;1;1
1166;2020;1;eleicao ordinaria;SP;3546009;70211;prefeito;PDT;12;250001080261;60469;nao eleito;1837;8556;0.2147;0.29745999999999995;48;0;1
1167;2020;1;eleicao ordinaria;SP;3545001;70017;prefeito;PL;22;250000744105;1734055;eleito;4879;10669;0.45731;0.08305000000000001;90;1;1
1168;2020;1;eleicao ordinaria;SP;3545001;70017;prefeito;PDT;12;250001139910;4509;nao eleito;3993;10669;0.37426;0.08305000000000001;48;0;1
1177;2020;1;eleicao ordinaria;SP;3553401;71692;prefeito;PL;22;250001208584;1517704;nao eleito;5792;14704;0.39391;0.0008100000000000329;90;1;1
1178;2020;1;eleicao ordinaria;SP;3553401;71692;prefeito;PSB;40;250001209011;1406796;eleito;5804;14704;0.39472;0.0008100000000000329;46;0;1
1187;2020;1;eleicao ordinaria;SP;3505005;62014;prefeito;PL;22;250001128821;5004;nao eleito;392;2101;0.18658;0.46787;90;1;1
1188;2020;1;eleicao ordinaria;SP;3505005;62014;prefeito;PDT;12;250000945439;1411027;eleito;1375;2101;0.65445;0.46787;48;0;1
1191;2020;1;eleicao ordinaria;SP;3552403;71498;prefeito;CIDADANIA;23;250001098703;128609;eleito;67571;111354;0.60681;0.3789199999999999;87;1;1
1192;2020;1;eleicao ordinaria;SP;3552403;71498;prefeito;PDT;12;250001083559;171946;nao eleito;25377;111354;0.22789;0.3789199999999999;48;0;1
1199;2020;1;eleicao ordinaria;SP;3508306;62677;prefeito;CIDADANIA;23;250001240145;1086041;nao eleito;741;2671;0.27742;0.11008000000000001;87;1;1
1200;2020;1;eleicao ordinaria;SP;3508306;62677;prefeito;PSB;40;250000954166;1098948;eleito;1035;2671;0.3875;0.11008000000000001;46;0;1
1207;2020;1;eleicao ordinaria;SP;3503208;61638;prefeito;PATRIOTA;51;250000633660;1205491;nao eleito;37774;105025;0.35967;0.10122000000000003;94;1;1
1208;2020;1;eleicao ordinaria;SP;3503208;61638;prefeito;PT;13;250000641979;900306;eleito;48405;105025;0.46089;0.10122000000000003;20;0;1
1214;2020;1;eleicao ordinaria;SP;3543709;69752;prefeito;PSL;17;250001111594;1265792;eleito;2358;5403;0.43642;0.06588999999999995;97;1;1
1215;2020;1;eleicao ordinaria;SP;3543709;69752;prefeito;PT;13;250001129755;1684768;nao eleito;2002;5403;0.37053;0.06588999999999995;20;0;1
1216;2020;1;eleicao ordinaria;SP;3534104;67830;prefeito;PDT;12;250001002486;1711566;eleito;2120;3953;0.5363;0.0726;48;0;1
1217;2020;1;eleicao ordinaria;SP;3534104;67830;prefeito;SOLIDARIEDADE;77;250000874507;1432541;nao eleito;1833;3953;0.4637;0.0726;89;1;1
1220;2020;1;eleicao ordinaria;SP;3501608;61310;prefeito;PDT;12;250000800529;1580118;nao eleito;29562;110563;0.26738;0.09453;48;0;1
1221;2020;1;eleicao ordinaria;SP;3501608;61310;prefeito;PV;43;250000800717;751788;eleito;40014;110563;0.36191;0.09453;68;1;1
